Date,close_fslr,close_gctay,close_run,close_plug,close_spwr,close_mean
2015-08-05,51.92,3.26,10.77,2.78,27.57,19.26
2015-08-06,51.2,3.31,8.77,2.37,26.09,18.348000000000003
2015-08-07,52.08,3.31,10.14,2.4,25.09,18.604000000000003
2015-08-10,53.48,3.31,10.12,2.38,26.04,19.065999999999995
2015-08-11,51.44,3.25,9.79,2.33,24.93,18.347999999999995
2015-08-12,51.88,3.25,10.35,2.35,25.0,18.566
2015-08-13,51.11,3.25,10.12,2.27,24.5,18.25
2015-08-14,51.51,3.25,10.04,2.29,25.09,18.436
2015-08-17,51.74,3.25,10.13,2.28,25.26,18.532000000000004
2015-08-18,51.63,3.25,10.24,2.26,24.81,18.438000000000002
2015-08-19,49.94,3.1,10.73,2.19,24.43,18.077999999999996
2015-08-20,47.91,2.83,10.52,2.02,23.34,17.323999999999998
2015-08-21,45.27,2.83,9.9,1.92,21.72,16.328
2015-08-24,43.61,2.7861,9.16,1.76,22.3,15.92322
2015-08-25,44.38,2.7861,9.9,1.85,22.76,16.33522
2015-08-26,46.09,2.7861,10.78,1.72,22.34,16.74322
2015-08-27,47.84,2.99,11.0,1.75,23.87,17.490000000000002
2015-08-28,47.8,2.99,11.62,1.76,24.32,17.698
2015-08-31,47.84,2.99,11.88,1.71,24.26,17.736
2015-09-01,47.26,2.99,11.86,1.66,22.82,17.318
2015-09-02,47.96,2.99,11.59,1.71,22.95,17.44
2015-09-03,48.29,2.99,11.64,1.69,23.66,17.654
2015-09-04,46.94,2.81,11.56,1.72,22.88,17.182
2015-09-08,49.11,2.76,11.55,1.74,24.09,17.85
2015-09-09,47.73,2.82,11.39,1.7,23.78,17.484
2015-09-10,48.22,2.82,11.69,1.69,23.25,17.534
2015-09-11,48.79,2.82,11.5,1.7,23.18,17.598000000000003
2015-09-14,46.2,2.82,11.25,1.68,22.72,16.934
2015-09-15,46.58,2.82,11.49,1.69,23.45,17.206
2015-09-16,47.76,2.82,11.31,1.71,23.92,17.504
2015-09-17,46.92,2.82,11.4,1.78,24.0,17.384
2015-09-18,45.33,2.82,11.58,1.89,23.24,16.972
2015-09-21,45.14,2.82,11.74,2.17,23.35,17.044
2015-09-22,44.42,2.82,11.39,2.18,22.41,16.644
2015-09-23,43.37,2.82,11.01,2.05,21.61,16.171999999999997
2015-09-24,43.64,2.82,10.81,2.07,21.33,16.134
2015-09-25,43.29,2.82,11.13,1.93,20.95,16.024
2015-09-28,40.81,2.82,10.06,1.83,19.12,14.928
2015-09-29,41.02,2.685,9.81,1.71,19.22,14.889000000000001
2015-09-30,42.75,2.685,10.37,1.83,20.04,15.535
2015-10-01,42.68,2.685,10.3,1.88,20.34,15.577000000000002
2015-10-02,45.46,2.685,10.51,2.01,21.52,16.437
2015-10-05,46.66,2.685,10.66,2.14,22.78,16.985
2015-10-06,48.88,2.96,11.05,2.18,23.35,17.684000000000005
2015-10-07,49.91,2.96,11.19,2.15,24.32,18.106
2015-10-08,51.12,2.96,11.39,2.19,25.22,18.576
2015-10-09,51.2,2.96,11.26,2.32,24.98,18.544
2015-10-12,50.83,2.96,10.78,2.39,24.74,18.339999999999996
2015-10-13,50.58,2.96,10.69,2.3,24.5,18.206
2015-10-14,51.95,2.96,10.74,2.205,25.02,18.575
2015-10-15,52.48,2.96,10.6,2.32,24.87,18.645999999999997
2015-10-16,52.05,2.96,10.34,2.31,24.55,18.442
2015-10-19,51.19,2.96,9.81,2.5,24.25,18.142000000000003
2015-10-20,51.77,2.96,9.5,2.44,24.36,18.206
2015-10-21,49.94,2.96,8.94,2.35,23.7,17.578
2015-10-22,49.89,2.96,8.9,2.28,23.87,17.580000000000002
2015-10-23,50.43,2.96,9.08,2.31,25.0,17.956
2015-10-26,50.57,2.96,9.21,2.41,24.73,17.976000000000003
2015-10-27,49.16,2.96,9.04,2.32,23.78,17.451999999999998
2015-10-28,50.85,3.08,9.42,2.4,24.62,18.074
2015-10-29,50.99,3.08,8.91,2.39,27.36,18.546
2015-10-30,57.07,3.08,7.41,2.41,26.84,19.362000000000002
2015-11-02,57.78,3.193,7.36,2.64,27.42,19.6786
2015-11-03,58.35,3.13,7.52,2.87,27.5,19.874000000000002
2015-11-04,58.66,3.13,7.71,2.92,27.8,20.044
2015-11-05,58.33,3.13,8.07,2.86,27.44,19.966
2015-11-06,59.67,3.13,7.82,2.76,28.74,20.424
2015-11-09,58.39,3.13,7.73,2.365,28.09,19.941
2015-11-10,55.87,3.3,7.27,1.905,26.21,18.911
2015-11-11,54.75,3.3,6.99,1.84,25.62,18.5
2015-11-12,53.92,3.3,6.58,1.78,24.93,18.101999999999997
2015-11-13,52.72,3.3,7.31,1.84,23.36,17.706
2015-11-16,54.18,3.3,7.0,1.92,23.98,18.076
2015-11-17,52.75,3.25,6.72,1.84,22.36,17.384
2015-11-18,53.94,3.25,6.55,1.88,23.66,17.855999999999998
2015-11-19,53.28,3.37,6.5,1.9,22.93,17.595999999999997
2015-11-20,54.44,3.37,6.67,1.9,23.2,17.916
2015-11-23,54.88,3.37,6.6,1.92,23.14,17.982
2015-11-24,56.17,3.37,6.74,1.94,24.08,18.46
2015-11-25,56.4,3.37,6.75,2.07,23.75,18.467999999999996
2015-11-27,56.1,3.37,7.22,2.12,23.97,18.556
2015-11-30,56.51,3.37,6.65,2.2,23.96,18.538
2015-12-01,58.18,3.37,7.05,2.19,25.11,19.18
2015-12-02,59.67,3.48,7.39,2.11,26.17,19.764
2015-12-03,59.46,3.48,7.95,2.09,27.13,20.022
2015-12-04,59.84,3.6,7.85,2.08,26.68,20.01
2015-12-07,59.32,3.6,7.91,2.01,26.38,19.844
2015-12-08,59.07,3.52,7.77,1.94,25.1,19.48
2015-12-09,58.85,3.52,7.71,1.99,23.04,19.022
2015-12-10,54.35,3.52,7.57,2.07,22.39,17.979999999999997
2015-12-11,55.26,3.44,7.86,2.0,21.53,18.018
2015-12-14,58.41,3.41,9.1,1.96,23.29,19.233999999999998
2015-12-15,59.83,3.41,9.49,2.12,24.42,19.854
2015-12-16,65.62,3.57,11.63,2.24,27.91,22.193999999999996
2015-12-17,64.48,3.57,12.71,2.18,27.66,22.119999999999997
2015-12-18,63.41,3.57,13.74,2.22,28.63,22.313999999999997
2015-12-21,65.74,3.43,13.4,2.24,30.04,22.97
2015-12-22,64.99,3.43,11.6,2.245,29.89,22.431
2015-12-23,66.17,3.43,11.88,2.27,30.47,22.844
2015-12-24,66.92,3.43,12.19,2.3,30.77,23.122
2015-12-28,66.4,3.43,11.67,2.24,30.32,22.812
2015-12-29,66.41,3.43,11.7,2.24,30.53,22.862000000000002
2015-12-30,66.99,3.43,11.72,2.16,30.38,22.936
2015-12-31,65.99,3.43,11.77,2.11,30.01,22.662
2016-01-04,66.72,3.43,11.21,2.1,30.36,22.764000000000003
2016-01-05,72.03,3.43,9.61,2.06,30.46,23.518
2016-01-06,69.52,3.43,10.2,2.03,28.73,22.782000000000004
2016-01-07,66.22,3.43,9.21,1.9,26.19,21.390000000000004
2016-01-08,65.62,3.43,9.75,1.92,25.99,21.342000000000002
2016-01-11,65.42,3.43,9.31,1.85,25.23,21.048000000000002
2016-01-12,65.22,3.43,8.67,1.81,24.31,20.688000000000002
2016-01-13,61.37,3.43,8.25,1.75,23.41,19.642
2016-01-14,61.78,3.27,8.0,1.7,23.31,19.612000000000002
2016-01-15,61.32,3.27,7.75,1.66,22.71,19.342000000000002
2016-01-19,61.49,3.27,7.4,1.53,21.84,19.106
2016-01-20,61.27,3.27,8.54,1.565,21.95,19.319000000000003
2016-01-21,63.23,3.27,8.97,1.72,22.89,20.016
2016-01-22,66.44,3.27,8.79,1.82,24.56,20.976
2016-01-25,64.14,3.27,8.41,1.75,23.8,20.273999999999997
2016-01-26,67.4,3.27,8.73,1.78,24.17,21.07
2016-01-27,65.64,3.27,8.34,1.85,23.95,20.61
2016-01-28,65.88,3.27,10.05,1.77,23.77,20.947999999999997
2016-01-29,68.66,3.74,9.52,1.87,25.44,21.845999999999997
2016-02-01,69.13,3.68,8.94,1.79,25.47,21.802
2016-02-02,66.13,3.68,8.34,1.67,24.46,20.856
2016-02-03,66.49,3.65,8.1,1.68,24.88,20.96
2016-02-04,67.2,3.65,8.05,1.72,25.65,21.254
2016-02-05,65.07,3.65,7.96,1.68,24.62,20.596
2016-02-08,64.18,3.65,7.6,1.61,23.4,20.088
2016-02-09,66.48,3.65,7.2,1.56,22.96,20.370000000000005
2016-02-10,64.41,3.65,6.07,1.615,21.89,19.526999999999997
2016-02-11,61.36,3.65,5.08,1.61,20.38,18.416
2016-02-12,60.99,3.53,5.04,1.67,21.24,18.494
2016-02-16,63.05,3.54,4.96,1.74,23.55,19.368
2016-02-17,63.47,3.54,5.33,1.83,24.06,19.646
2016-02-18,63.54,3.46,5.63,1.79,22.84,19.452
2016-02-19,62.76,3.46,5.41,1.75,21.14,18.904
2016-02-22,64.23,3.46,5.06,1.84,21.88,19.294
2016-02-23,61.79,3.46,5.16,1.82,20.55,18.555999999999997
2016-02-24,69.45,3.46,5.06,1.86,22.71,20.508
2016-02-25,72.25,3.79,5.3,1.92,22.66,21.184
2016-02-26,70.25,3.75,5.51,2.02,22.61,20.828
2016-02-29,71.87,3.75,5.62,2.08,23.62,21.388
2016-03-01,69.02,3.75,5.47,2.07,23.68,20.797999999999995
2016-03-02,69.14,3.84,6.1,2.13,24.09,21.06
2016-03-03,69.71,3.84,6.4,2.22,23.97,21.228
2016-03-04,69.52,3.84,6.21,2.11,24.72,21.279999999999998
2016-03-07,69.18,3.74,6.6,1.98,24.22,21.144
2016-03-08,66.87,3.53,6.68,1.95,22.53,20.312000000000005
2016-03-09,68.49,3.53,6.65,1.9,22.98,20.71
2016-03-10,69.25,3.53,7.15,2.04,22.82,20.958000000000006
2016-03-11,70.32,3.53,6.355,2.04,23.42,21.133000000000003
2016-03-14,70.89,3.53,6.36,2.0,23.7,21.296
2016-03-15,70.78,3.53,6.31,1.93,23.36,21.182000000000002
2016-03-16,72.06,3.53,6.63,2.01,24.41,21.728
2016-03-17,73.21,3.53,6.895,2.04,24.74,22.083
2016-03-18,72.44,3.9,6.69,2.08,23.86,21.794
2016-03-21,71.24,3.9,6.72,2.07,23.99,21.583999999999996
2016-03-22,71.29,3.887,6.57,2.08,23.66,21.497400000000003
2016-03-23,68.23,3.887,6.36,1.95,21.87,20.459400000000002
2016-03-24,68.46,3.887,6.24,2.02,21.95,20.5114
2016-03-28,68.4,3.887,6.47,2.01,21.94,20.541400000000003
2016-03-29,69.3,3.92,6.4,2.08,22.53,20.846
2016-03-30,68.97,3.92,6.47,2.07,22.5,20.785999999999998
2016-03-31,68.47,3.92,6.48,2.05,22.34,20.652
2016-04-01,67.48,3.9037,6.44,2.04,22.49,20.47074
2016-04-04,67.24,3.9037,6.3,2.03,21.17,20.12874
2016-04-05,62.42,3.9037,6.57,2.0,21.35,19.248739999999998
2016-04-06,62.76,3.9037,6.965,2.03,21.51,19.43374
2016-04-07,61.26,3.9037,6.78,2.01,21.39,19.06874
2016-04-08,60.63,3.6601,6.75,2.0,21.36,18.88002
2016-04-11,59.96,3.6601,6.74,2.01,21.06,18.686020000000003
2016-04-12,60.34,3.6601,6.74,2.05,21.05,18.76802
2016-04-13,61.65,3.6601,6.87,2.05,21.66,19.17802
2016-04-14,60.42,3.6601,7.15,2.12,21.46,18.962020000000003
2016-04-15,59.59,3.68,7.04,2.11,20.96,18.676
2016-04-18,60.36,3.68,7.09,2.12,21.35,18.920000000000005
2016-04-19,60.52,3.9,7.02,2.1,21.23,18.954
2016-04-20,61.72,3.7,7.27,2.13,21.66,19.296
2016-04-21,61.94,3.7,7.76,2.15,21.46,19.402000000000005
2016-04-22,61.54,3.7,7.91,2.22,21.66,19.406
2016-04-25,60.39,3.7,7.6,2.15,21.43,19.054000000000002
2016-04-26,61.24,3.7,7.7,2.14,21.93,19.342000000000002
2016-04-27,62.03,3.7,8.39,2.13,22.09,19.668
2016-04-28,57.02,3.81,8.02,2.05,21.05,18.39
2016-04-29,55.84,3.86,7.88,2.06,20.14,17.956
2016-05-02,54.85,3.86,7.97,2.05,19.41,17.628
2016-05-03,52.85,3.86,7.59,2.01,18.33,16.928
2016-05-04,51.78,3.86,7.47,2.01,17.9,16.604000000000003
2016-05-05,51.96,4.2,7.27,1.93,17.23,16.518000000000004
2016-05-06,51.8,4.04,7.5,1.92,17.39,16.529999999999998
2016-05-09,50.6,4.04,7.39,1.93,16.85,16.162
2016-05-10,51.27,4.06,6.37,1.86,16.6,16.032
2016-05-11,50.74,4.06,6.37,1.85,17.35,16.074
2016-05-12,49.09,3.99,6.15,1.8,16.44,15.494
2016-05-13,48.56,3.99,6.61,1.79,16.61,15.512
2016-05-16,49.07,3.99,6.35,1.81,16.72,15.588
2016-05-17,48.51,4.01,6.02,1.79,16.37,15.339999999999998
2016-05-18,48.71,3.8827,6.04,1.76,16.27,15.33254
2016-05-19,47.09,3.95,6.08,1.71,15.32,14.830000000000002
2016-05-20,48.02,3.95,6.11,1.68,15.91,15.134
2016-05-23,49.04,3.95,6.35,1.76,16.58,15.536000000000001
2016-05-24,50.46,3.96,6.34,1.75,17.04,15.910000000000002
2016-05-25,50.56,3.96,6.29,1.78,17.57,16.032
2016-05-26,49.73,3.96,6.36,1.79,17.1,15.788
2016-05-27,49.9,3.9101,6.41,1.82,17.26,15.86002
2016-05-31,49.65,3.9101,6.34,1.92,17.53,15.87002
2016-06-01,50.07,4.06,6.24,1.87,17.64,15.975999999999999
2016-06-02,49.84,4.06,6.31,1.85,17.4,15.892000000000001
2016-06-03,49.25,4.06,6.07,1.91,16.45,15.547999999999998
2016-06-06,50.15,4.04,6.44,1.95,17.44,16.003999999999998
2016-06-07,50.55,4.04,6.43,1.92,17.25,16.038
2016-06-08,50.93,4.04,6.52,1.92,17.38,16.157999999999998
2016-06-09,50.45,4.04,6.43,1.85,16.85,15.924000000000001
2016-06-10,48.51,3.9136,6.3,1.8,15.6,15.22472
2016-06-13,47.79,3.72,6.06,1.76,15.23,14.912
2016-06-14,47.89,3.72,5.91,1.73,15.13,14.876
2016-06-15,48.2,3.79,6.01,1.75,14.93,14.936000000000002
2016-06-16,48.39,3.95,6.03,1.75,14.67,14.958000000000002
2016-06-17,48.52,4.05,6.02,1.75,14.8,15.028
2016-06-20,49.32,4.03,6.18,1.8,15.07,15.280000000000001
2016-06-21,48.91,3.97,6.23,1.77,14.91,15.158000000000001
2016-06-22,48.62,3.97,5.9,1.73,15.01,15.045999999999998
2016-06-23,48.65,4.03,5.89,1.75,15.47,15.158000000000001
2016-06-24,46.02,3.5301,5.59,1.71,14.16,14.202020000000001
2016-06-27,44.23,3.5301,5.22,1.64,13.49,13.622019999999997
2016-06-28,46.37,3.5301,5.49,1.76,14.73,14.37602
2016-06-29,48.09,4.033,5.65,1.82,15.21,14.9606
2016-06-30,48.48,4.14,5.93,1.86,15.49,15.179999999999998
2016-07-01,48.49,4.028,5.44,1.86,15.46,15.055599999999998
2016-07-05,47.77,3.82,5.14,1.76,14.47,14.592000000000002
2016-07-06,49.13,3.9,5.1,1.7,14.99,14.964000000000002
2016-07-07,44.34,3.83,5.14,1.69,14.44,13.888
2016-07-08,45.6,3.84,5.08,1.73,14.92,14.233999999999998
2016-07-11,46.49,3.84,5.09,1.73,14.98,14.425999999999998
2016-07-12,46.99,4.0,5.25,1.76,15.23,14.646
2016-07-13,46.2,4.0,5.12,1.74,14.85,14.382
2016-07-14,47.35,4.0,5.13,1.73,15.38,14.718
2016-07-15,47.73,3.98,5.07,1.68,15.3,14.751999999999999
2016-07-18,47.95,3.98,5.21,1.77,15.8,14.942000000000002
2016-07-19,47.74,3.98,5.15,1.8,15.44,14.822
2016-07-20,48.43,3.98,5.27,1.79,16.07,15.107999999999999
2016-07-21,48.33,3.98,5.12,1.78,15.72,14.985999999999999
2016-07-22,48.12,3.98,5.13,1.79,15.37,14.878
2016-07-25,47.99,3.98,5.08,1.82,15.25,14.824000000000002
2016-07-26,48.58,3.98,5.08,1.82,15.64,15.02
2016-07-27,48.55,4.22,5.26,1.79,15.48,15.059999999999999
2016-07-28,47.13,4.2,5.11,1.76,14.92,14.624
2016-07-29,46.68,4.15,5.18,1.79,14.58,14.475999999999999
2016-08-01,47.38,4.2,5.07,1.76,14.52,14.586000000000002
2016-08-02,47.76,4.18,5.0,1.72,14.55,14.642
2016-08-03,49.24,4.14,4.94,1.72,14.88,14.984
2016-08-04,43.72,4.14,4.96,1.7,14.46,13.796000000000001
2016-08-05,44.11,4.31,5.19,1.71,15.12,14.088
2016-08-08,43.81,4.3161,5.56,1.74,15.3,14.14522
2016-08-09,41.66,4.3161,5.5,1.72,14.78,13.595219999999998
2016-08-10,38.66,4.3161,5.22,1.7,10.31,12.04122
2016-08-11,39.01,4.4,5.41,1.69,10.63,12.227999999999998
2016-08-12,38.79,4.39,6.23,1.69,10.85,12.389999999999999
2016-08-15,38.33,4.4,6.21,1.69,10.77,12.279999999999998
2016-08-16,37.74,4.4,6.09,1.65,10.75,12.126000000000001
2016-08-17,36.89,4.31,5.95,1.67,10.36,11.836000000000002
2016-08-18,37.52,4.63,6.03,1.7,10.41,12.058000000000002
2016-08-19,37.8,4.4,5.98,1.67,10.5,12.069999999999999
2016-08-22,37.68,4.5,6.0,1.68,10.21,12.014
2016-08-23,37.45,4.5169,6.1,1.69,10.03,11.95738
2016-08-24,37.32,4.5169,5.99,1.66,9.92,11.88138
2016-08-25,37.04,4.5169,6.0,1.65,9.84,11.809379999999999
2016-08-26,37.53,4.5169,5.95,1.67,9.92,11.917380000000001
2016-08-29,37.59,4.5169,6.0,1.66,10.04,11.96138
2016-08-30,38.25,4.5169,6.01,1.56,10.28,12.123380000000001
2016-08-31,37.82,4.5169,6.08,1.55,9.96,11.98538
2016-09-01,38.44,4.56,6.06,1.54,10.1,12.14
2016-09-02,38.18,4.736,6.12,1.51,10.31,12.171199999999999
2016-09-06,38.975,4.66,6.22,1.51,10.47,12.367
2016-09-07,38.49,4.66,6.11,1.42,10.21,12.178
2016-09-08,38.47,4.66,6.19,1.45,10.12,12.177999999999999
2016-09-09,37.13,4.66,6.06,1.37,9.27,11.698000000000002
2016-09-12,37.43,4.66,6.1,1.42,9.41,11.804000000000002
2016-09-13,36.42,4.59,5.66,1.36,8.87,11.379999999999999
2016-09-14,35.03,4.573,5.54,1.37,7.64,10.8306
2016-09-15,35.35,4.573,5.52,1.44,7.72,10.920599999999999
2016-09-16,34.82,4.573,5.38,1.44,7.53,10.7486
2016-09-19,34.42,4.573,5.42,1.5,7.83,10.7486
2016-09-20,34.0,4.69,5.45,1.69,8.17,10.8
2016-09-21,34.03,4.69,5.57,1.68,8.05,10.803999999999998
2016-09-22,35.42,4.69,5.75,1.65,8.25,11.152
2016-09-23,37.06,4.85,5.92,1.63,8.52,11.596
2016-09-26,37.25,4.85,6.03,1.64,8.27,11.608
2016-09-27,39.09,4.81,6.16,1.66,8.7,12.084
2016-09-28,39.08,4.81,6.23,1.7,9.09,12.182000000000002
2016-09-29,39.08,4.81,6.24,1.69,9.03,12.17
2016-09-30,39.49,4.86,6.3,1.71,8.92,12.256
2016-10-03,38.57,4.86,6.17,1.74,8.71,12.010000000000002
2016-10-04,38.21,4.86,5.91,1.74,8.26,11.796000000000001
2016-10-05,39.74,4.86,6.26,1.74,8.84,12.288
2016-10-06,39.75,4.86,6.12,1.72,8.86,12.261999999999999
2016-10-07,37.58,4.86,6.49,1.67,8.36,11.792
2016-10-10,38.58,4.86,6.91,1.69,8.58,12.123999999999999
2016-10-11,38.28,4.44,7.02,1.65,8.24,11.925999999999998
2016-10-12,38.24,4.44,6.81,1.65,8.16,11.86
2016-10-13,38.68,4.44,6.54,1.64,8.2,11.9
2016-10-14,39.47,4.47,6.38,1.56,8.27,12.030000000000001
2016-10-17,39.3,4.5,6.42,1.52,8.5,12.048
2016-10-18,39.57,4.57,6.53,1.54,8.54,12.15
2016-10-19,41.92,4.57,6.65,1.56,8.88,12.716000000000001
2016-10-20,42.08,4.57,6.67,1.55,9.11,12.796
2016-10-21,42.25,4.7,6.27,1.62,8.99,12.766
2016-10-24,40.87,4.73,6.08,1.62,8.62,12.383999999999997
2016-10-25,40.68,4.66,5.98,1.57,8.39,12.256000000000002
2016-10-26,41.11,4.66,5.53,1.58,8.15,12.206
2016-10-27,41.06,4.66,5.37,1.56,7.75,12.08
2016-10-28,40.65,4.66,5.18,1.58,7.47,11.908
2016-10-31,40.49,4.66,5.21,1.53,7.24,11.826000000000002
2016-11-01,41.05,4.48,4.86,1.53,7.17,11.818000000000001
2016-11-02,40.58,4.4762,4.63,1.48,7.15,11.663239999999998
2016-11-03,34.51,4.31,4.65,1.48,6.4,10.27
2016-11-04,32.48,4.31,4.71,1.42,6.66,9.916
2016-11-07,33.76,4.31,4.92,1.26,7.1,10.27
2016-11-08,33.49,4.23,4.99,1.26,7.34,10.262
2016-11-09,32.1,3.96,4.79,1.25,6.3,9.68
2016-11-10,31.95,4.0,4.71,1.35,6.32,9.666
2016-11-11,32.06,3.97,5.11,1.47,6.5,9.822
2016-11-14,33.08,3.8,4.98,1.51,6.88,10.05
2016-11-15,33.19,3.8,4.91,1.45,7.19,10.107999999999999
2016-11-16,32.82,3.8,4.85,1.48,7.16,10.022
2016-11-17,31.16,3.91,4.8,1.51,6.88,9.652
2016-11-18,29.21,3.91,4.98,1.48,6.79,9.274000000000001
2016-11-21,29.38,3.93,4.82,1.46,6.61,9.24
2016-11-22,29.66,3.93,5.05,1.405,6.72,9.353
2016-11-23,29.78,3.93,5.28,1.4,6.82,9.442
2016-11-25,30.6,3.93,5.34,1.44,7.03,9.668000000000001
2016-11-28,31.11,3.93,5.38,1.4,7.13,9.790000000000001
2016-11-29,29.95,3.93,4.99,1.38,6.87,9.424000000000001
2016-11-30,30.32,4.22,5.1,1.365,6.76,9.553
2016-12-01,30.14,4.22,5.0,1.42,6.52,9.459999999999999
2016-12-02,30.15,4.22,5.09,1.43,6.64,9.505999999999998
2016-12-05,32.35,4.22,5.32,1.47,7.22,10.116
2016-12-06,32.05,4.22,5.46,1.53,6.96,10.044
2016-12-07,33.59,4.22,5.58,1.56,7.95,10.580000000000002
2016-12-08,33.17,4.22,5.65,1.53,7.59,10.431999999999999
2016-12-09,33.54,3.81,5.85,1.43,7.65,10.456
2016-12-12,33.7,3.81,5.65,1.37,7.53,10.412
2016-12-13,33.62,3.86,5.37,1.34,7.35,10.308
2016-12-14,32.54,3.81,5.24,1.37,7.19,10.03
2016-12-15,32.61,3.81,5.32,1.38,7.11,10.046000000000001
2016-12-16,35.11,3.81,5.59,1.32,7.46,10.658000000000001
2016-12-19,34.98,3.77,5.8,1.36,7.52,10.685999999999998
2016-12-20,34.47,3.77,5.55,1.33,7.35,10.494
2016-12-21,33.2,3.77,5.53,1.31,7.21,10.204000000000002
2016-12-22,32.68,3.77,5.44,1.26,7.03,10.036
2016-12-23,32.62,3.77,5.23,1.27,6.84,9.946000000000002
2016-12-27,33.99,3.77,5.61,1.3,7.24,10.382000000000001
2016-12-28,32.8,3.77,5.44,1.28,6.88,10.034
2016-12-29,32.57,3.77,5.33,1.22,6.79,9.936
2016-12-30,32.09,4.0,5.31,1.2,6.61,9.842000000000002
2017-01-03,33.54,4.0,5.59,1.21,6.85,10.238
2017-01-04,34.17,4.0,5.82,1.3,7.08,10.474
2017-01-05,33.88,4.0,5.81,1.26,7.13,10.416
2017-01-06,33.32,4.0,5.8,1.25,7.05,10.283999999999999
2017-01-09,33.57,4.0,5.67,1.25,7.15,10.328
2017-01-10,33.39,4.0,6.0,1.24,7.24,10.374
2017-01-11,35.0,4.0,6.4,1.26,7.59,10.85
